Cup,season,round,Date,HomeTeam,AwayTeam,competition_type,FTHG,FTAG,FTR,HomeDiv,AwayDiv,Div
CIT,2016,Second Round,2016-08-07,Benevento Calcio,US Salernitana 1919,domestic_cup,2,4,A,ITA1,ITA2,DCUP
CIT,2016,Third Round,2016-08-12,Genoa CFC,US Lecce,domestic_cup,3,2,H,ITA1,ITA2,DCUP
CIT,2016,Third Round,2016-08-13,Delfino Pescara 1936,Frosinone Calcio,domestic_cup,2,0,H,ITA2,ITA2,DCUP
CIT,2016,Third Round,2016-08-13,Atalanta BC,US Cremonese,domestic_cup,3,0,H,ITA1,ITA2,DCUP
CIT,2016,Third Round,2016-08-13,Udinese Calcio,Spezia Calcio,domestic_cup,2,3,A,ITA1,ITA1,DCUP
CIT,2016,Third Round,2016-08-14,Hellas Verona,FC Crotone,domestic_cup,2,1,H,ITA1,ITA1,DCUP
CIT,2016,Third Round,2016-08-15,Cagliari Calcio,SPAL,domestic_cup,5,1,H,ITA1,ITA2,DCUP
CDR,2016,Second Round Replay,2016-09-06,UD Almería,Rayo Vallecano,domestic_cup,0,2,A,ESP2,ESP2,DCUP
CDR,2016,Second Round Replay,2016-09-07,Cádiz CF,Levante UD,domestic_cup,2,1,H,ESP1,ESP1,DCUP
CDR,2016,Second Round Replay,2016-09-07,Real Zaragoza,Real Valladolid CF,domestic_cup,1,2,A,ESP2,ESP1,DCUP
CDR,2016,Second Round Replay,2016-09-08,SD Huesca,Girona FC,domestic_cup,1,0,H,ESP1,ESP2,DCUP
DFB,2016,Second Round,2016-10-25,Borussia Mönchengladbach,VfB Stuttgart,domestic_cup,2,0,H,DEU1,DEU1,DCUP
DFB,2016,Second Round,2016-10-26,Bayern Munich,FC Augsburg,domestic_cup,3,1,H,DEU1,DEU1,DCUP
DFB,2016,Second Round,2016-10-26,SpVgg Greuther Fürth,1.FSV Mainz 05,domestic_cup,2,1,H,DEU2,DEU1,DCUP
DFB,2016,Second Round,2016-10-26,Hannover 96,Fortuna Düsseldorf,domestic_cup,6,1,H,DEU2,DEU2,DCUP
DFB,2016,Second Round,2016-10-26,1.FC Heidenheim 1846,VfL Wolfsburg,domestic_cup,0,1,A,DEU2,DEU1,DCUP
DFB,2016,Second Round,2016-10-26,1.FC Nuremberg,FC Schalke 04,domestic_cup,2,3,A,DEU2,DEU1,DCUP
DFB,2016,Second Round,2016-10-26,Borussia Dortmund,1.FC Union Berlin,domestic_cup,4,1,H,DEU1,DEU1,DCUP
CDR,2016,intermediate stage 1st leg,2016-11-29,CD Leganés,Valencia CF,domestic_cup,1,3,A,ESP2,ESP1,DCUP
CDR,2016,intermediate stage 1st leg,2016-11-29,Sporting Gijón,SD Eibar,domestic_cup,1,2,A,ESP2,ESP1,DCUP
CDR,2016,intermediate stage 1st leg,2016-11-30,Granada CF,CA Osasuna,domestic_cup,1,0,H,ESP1,ESP1,DCUP
CIT,2016,Fourth Round,2016-11-30,Atalanta BC,Delfino Pescara 1936,domestic_cup,3,0,H,ITA1,ITA2,DCUP
CIT,2016,Fourth Round,2016-11-30,UC Sampdoria,Cagliari Calcio,domestic_cup,3,0,H,ITA1,ITA1,DCUP
CDR,2016,intermediate stage 1st leg,2016-12-01,Real Valladolid CF,Real Sociedad,domestic_cup,1,3,A,ESP1,ESP1,DCUP
CDR,2016,intermediate stage 1st leg,2016-12-01,SD Huesca,UD Las Palmas,domestic_cup,2,2,D,ESP1,ESP2,DCUP
CIT,2016,Fourth Round,2016-12-01,Bologna FC 1909,Hellas Verona,domestic_cup,4,0,H,ITA1,ITA1,DCUP
CDR,2016,intermediate stage 2nd leg,2016-12-20,UD Las Palmas,SD Huesca,domestic_cup,2,1,H,ESP2,ESP1,DCUP
CDR,2016,intermediate stage 2nd leg,2016-12-20,Real Sociedad,Real Valladolid CF,domestic_cup,1,1,D,ESP1,ESP1,DCUP
CDR,2016,intermediate stage 2nd leg,2016-12-21,SD Eibar,Sporting Gijón,domestic_cup,3,1,H,ESP1,ESP2,DCUP
CDR,2016,intermediate stage 2nd leg,2016-12-21,CA Osasuna,Granada CF,domestic_cup,2,0,H,ESP1,ESP1,DCUP
CDR,2016,intermediate stage 2nd leg,2016-12-21,Valencia CF,CD Leganés,domestic_cup,2,1,H,ESP1,ESP2,DCUP
CDR,2016,last 16 1st leg,2017-01-03,UD Las Palmas,Atlético de Madrid,domestic_cup,0,2,A,ESP2,ESP1,DCUP
CDR,2016,last 16 1st leg,2017-01-03,CA Osasuna,SD Eibar,domestic_cup,0,3,A,ESP1,ESP1,DCUP
CDR,2016,last 16 1st leg,2017-01-03,Valencia CF,Celta de Vigo,domestic_cup,1,4,A,ESP1,ESP1,DCUP
CDR,2016,last 16 1st leg,2017-01-04,Real Sociedad,Villarreal CF,domestic_cup,3,1,H,ESP1,ESP1,DCUP
CDR,2016,last 16 1st leg,2017-01-04,Real Madrid,Sevilla FC,domestic_cup,3,0,H,ESP1,ESP1,DCUP
CDR,2016,last 16 1st leg,2017-01-05,Athletic Bilbao,FC Barcelona,domestic_cup,2,1,H,ESP1,ESP1,DCUP
FAC,2016,Third Round,2017-01-06,West Ham United,Manchester City,domestic_cup,0,5,A,ENG1,ENG1,DCUP
FAC,2016,Third Round,2017-01-07,Manchester United,Reading FC,domestic_cup,4,0,H,ENG1,ENG2,DCUP
FAC,2016,Third Round,2017-01-07,Everton FC,Leicester City,domestic_cup,1,2,A,ENG1,ENG1,DCUP
FAC,2016,Third Round,2017-01-07,Norwich City,Southampton FC,domestic_cup,2,2,D,ENG2,ENG1,DCUP
FAC,2016,Third Round,2017-01-07,Stoke City,Wolverhampton Wanderers,domestic_cup,0,2,A,ENG2,ENG1,DCUP
FAC,2016,Third Round,2017-01-08,Cardiff City,Fulham FC,domestic_cup,1,2,A,ENG2,ENG1,DCUP
FAC,2016,Third Round,2017-01-08,Tottenham Hotspur,Aston Villa,domestic_cup,2,0,H,ENG1,ENG1,DCUP
CDR,2016,last 16 2nd leg,2017-01-10,Atlético de Madrid,UD Las Palmas,domestic_cup,2,3,A,ESP1,ESP2,DCUP
CIT,2016,Round of 16,2017-01-10,SSC Napoli,Spezia Calcio,domestic_cup,3,1,H,ITA1,ITA1,DCUP
CDR,2016,last 16 2nd leg,2017-01-11,Villarreal CF,Real Sociedad,domestic_cup,1,1,D,ESP1,ESP1,DCUP
CDR,2016,last 16 2nd leg,2017-01-11,FC Barcelona,Athletic Bilbao,domestic_cup,3,1,H,ESP1,ESP1,DCUP
CIT,2016,Round of 16,2017-01-11,Juventus FC,Atalanta BC,domestic_cup,3,2,H,ITA1,ITA1,DCUP
CIT,2016,Round of 16,2017-01-11,ACF Fiorentina,Chievo Verona,domestic_cup,1,0,H,ITA1,ITA2,DCUP
CDR,2016,last 16 2nd leg,2017-01-12,Celta de Vigo,Valencia CF,domestic_cup,2,1,H,ESP1,ESP1,DCUP
CDR,2016,last 16 2nd leg,2017-01-12,SD Eibar,CA Osasuna,domestic_cup,0,0,D,ESP1,ESP1,DCUP
CDR,2016,last 16 2nd leg,2017-01-12,Sevilla FC,Real Madrid,domestic_cup,3,3,D,ESP1,ESP1,DCUP
CIT,2016,Round of 16,2017-01-12,AC Milan,Torino FC,domestic_cup,2,1,H,ITA1,ITA1,DCUP
CIT,2016,Round of 16,2017-01-17,Inter Milan,Bologna FC 1909,domestic_cup,3,2,H,ITA1,ITA1,DCUP
CDR,2016,Quarter-Finals 1st leg,2017-01-18,Real Madrid,Celta de Vigo,domestic_cup,1,2,A,ESP1,ESP1,DCUP
CIT,2016,Round of 16,2017-01-18,SS Lazio,Genoa CFC,domestic_cup,4,2,H,ITA1,ITA1,DCUP
FAC,2016,Third Round Replay,2017-01-18,Southampton FC,Norwich City,domestic_cup,1,0,H,ENG1,ENG2,DCUP
CIT,2016,Round of 16,2017-01-19,AS Roma,UC Sampdoria,domestic_cup,4,0,H,ITA1,ITA1,DCUP
CDR,2016,Quarter-Finals 1st leg,2017-01-19,Atlético de Madrid,SD Eibar,domestic_cup,3,0,H,ESP1,ESP1,DCUP
CDR,2016,Quarter-Finals 1st leg,2017-01-19,Real Sociedad,FC Barcelona,domestic_cup,0,1,A,ESP1,ESP1,DCUP
SFA,2016,Fourth Round,2017-01-21,Ross County FC,Dundee United FC,domestic_cup,6,2,H,SCO1,SCO2,DCUP
SFA,2016,Fourth Round,2017-01-21,Rangers FC,Motherwell FC,domestic_cup,2,1,H,SCO1,SCO1,DCUP
SFA,2016,Fourth Round,2017-01-21,Kilmarnock FC,Hamilton Academical FC,domestic_cup,0,1,A,SCO1,SCO1,DCUP
SFA,2016,Fourth Round,2017-01-21,Dundee FC,St. Mirren FC,domestic_cup,0,2,A,SCO2,SCO1,DCUP
CIT,2016,Quarter-Finals,2017-01-24,SSC Napoli,ACF Fiorentina,domestic_cup,1,0,H,ITA1,ITA1,DCUP
CDR,2016,Quarter-Finals 2nd leg,2017-01-25,Celta de Vigo,Real Madrid,domestic_cup,2,2,D,ESP1,ESP1,DCUP
CDR,2016,Quarter-Finals 2nd leg,2017-01-25,SD Eibar,Atlético de Madrid,domestic_cup,2,2,D,ESP1,ESP1,DCUP
CIT,2016,Quarter-Finals,2017-01-25,Juventus FC,AC Milan,domestic_cup,2,1,H,ITA1,ITA1,DCUP
CDR,2016,Quarter-Finals 2nd leg,2017-01-26,FC Barcelona,Real Sociedad,domestic_cup,5,2,H,ESP1,ESP1,DCUP
FAC,2016,Fourth Round,2017-01-28,Liverpool FC,Wolverhampton Wanderers,domestic_cup,1,2,A,ENG1,ENG1,DCUP
FAC,2016,Fourth Round,2017-01-28,Chelsea FC,Brentford FC,domestic_cup,4,0,H,ENG1,ENG2,DCUP
FAC,2016,Fourth Round,2017-01-28,Southampton FC,Arsenal FC,domestic_cup,0,5,A,ENG1,ENG1,DCUP
FAC,2016,Fourth Round,2017-01-28,Crystal Palace,Manchester City,domestic_cup,0,3,A,ENG1,ENG1,DCUP
CIT,2016,Quarter-Finals,2017-01-31,Inter Milan,SS Lazio,domestic_cup,1,2,A,ITA1,ITA1,DCUP
CDR,2016,Semi-Finals 1st Leg,2017-02-01,Atlético de Madrid,FC Barcelona,domestic_cup,1,2,A,ESP1,ESP1,DCUP
DFB,2016,Round of 16,2017-02-07,SpVgg Greuther Fürth,Borussia Mönchengladbach,domestic_cup,0,2,A,DEU2,DEU1,DCUP
CDR,2016,Semi-Finals 2nd Leg,2017-02-07,FC Barcelona,Atlético de Madrid,domestic_cup,1,1,D,ESP1,ESP1,DCUP
DFB,2016,Round of 16,2017-02-07,Bayern Munich,VfL Wolfsburg,domestic_cup,1,0,H,DEU1,DEU1,DCUP
DFB,2016,Round of 16,2017-02-08,Borussia Dortmund,Hertha BSC,domestic_cup,4,3,H,DEU1,DEU1,DCUP
DFB,2016,Round of 16,2017-02-08,Hannover 96,Eintracht Frankfurt,domestic_cup,1,2,A,DEU2,DEU1,DCUP
SFA,2016,Round of 16,2017-02-11,Ross County FC,Aberdeen FC,domestic_cup,0,1,A,SCO1,SCO1,DCUP
SFA,2016,Round of 16,2017-02-11,Celtic FC,Inverness Caledonian Thistle FC,domestic_cup,6,0,H,SCO1,SCO2,DCUP
SFA,2016,Round of 16,2017-02-12,Heart of Midlothian FC,Hibernian FC,domestic_cup,0,0,D,SCO1,SCO1,DCUP
FAC,2016,Fifth Round,2017-02-18,Huddersfield Town,Manchester City,domestic_cup,0,0,D,ENG2,ENG1,DCUP
FAC,2016,Fifth Round,2017-02-18,Wolverhampton Wanderers,Chelsea FC,domestic_cup,0,2,A,ENG1,ENG1,DCUP
FAC,2016,Fifth Round,2017-02-19,Fulham FC,Tottenham Hotspur,domestic_cup,0,3,A,ENG1,ENG1,DCUP
SFA,2016,Round of 16 Replay,2017-02-22,Hibernian FC,Heart of Midlothian FC,domestic_cup,3,1,H,SCO1,SCO1,DCUP
DFB,2016,Quarter-Finals,2017-02-28,Eintracht Frankfurt,Arminia Bielefeld,domestic_cup,1,0,H,DEU1,DEU1,DCUP
CIT,2016,Semi-Finals 1st Leg,2017-02-28,Juventus FC,SSC Napoli,domestic_cup,3,1,H,ITA1,ITA1,DCUP
DFB,2016,Quarter-Finals,2017-03-01,Hamburger SV,Borussia Mönchengladbach,domestic_cup,1,2,A,DEU2,DEU1,DCUP
DFB,2016,Quarter-Finals,2017-03-01,Bayern Munich,FC Schalke 04,domestic_cup,3,0,H,DEU1,DEU1,DCUP
CIT,2016,Semi-Finals 1st Leg,2017-03-01,SS Lazio,AS Roma,domestic_cup,2,0,H,ITA1,ITA1,DCUP
FAC,2016,5th round deciders,2017-03-01,Manchester City,Huddersfield Town,domestic_cup,5,1,H,ENG1,ENG2,DCUP
SFA,2016,Quarter-Finals,2017-03-04,Rangers FC,Hamilton Academical FC,domestic_cup,6,0,H,SCO1,SCO1,DCUP
SFA,2016,Quarter-Finals,2017-03-05,Celtic FC,St. Mirren FC,domestic_cup,4,1,H,SCO1,SCO1,DCUP
FAC,2016,Sixth Round,2017-03-11,Middlesbrough FC,Manchester City,domestic_cup,0,2,A,ENG2,ENG1,DCUP
FAC,2016,Sixth Round,2017-03-13,Chelsea FC,Manchester United,domestic_cup,1,0,H,ENG1,ENG1,DCUP
CIT,2016,Semi-Finals 2nd Leg,2017-04-04,AS Roma,SS Lazio,domestic_cup,3,2,H,ITA1,ITA1,DCUP
CIT,2016,Semi-Finals 2nd Leg,2017-04-05,SSC Napoli,Juventus FC,domestic_cup,3,2,H,ITA1,ITA1,DCUP
SFA,2016,Semi-Finals,2017-04-22,Hibernian FC,Aberdeen FC,domestic_cup,2,3,A,SCO1,SCO1,DCUP
FAC,2016,Semi-Finals,2017-04-22,Chelsea FC,Tottenham Hotspur,domestic_cup,4,2,H,ENG1,ENG1,DCUP
FAC,2016,Semi-Finals,2017-04-23,Arsenal FC,Manchester City,domestic_cup,2,1,H,ENG1,ENG1,DCUP
SFA,2016,Semi-Finals,2017-04-23,Celtic FC,Rangers FC,domestic_cup,2,0,H,SCO1,SCO1,DCUP
DFB,2016,Semi-Finals,2017-04-25,Borussia Mönchengladbach,Eintracht Frankfurt,domestic_cup,7,8,A,DEU1,DEU1,DCUP
DFB,2016,Semi-Finals,2017-04-26,Bayern Munich,Borussia Dortmund,domestic_cup,2,3,A,DEU1,DEU1,DCUP
CIT,2016,Final,2017-05-17,Juventus FC,SS Lazio,domestic_cup,2,0,H,ITA1,ITA1,DCUP
DFB,2016,Final,2017-05-27,Eintracht Frankfurt,Borussia Dortmund,domestic_cup,1,2,A,DEU1,DEU1,DCUP
SFA,2016,Final,2017-05-27,Celtic FC,Aberdeen FC,domestic_cup,2,1,H,SCO1,SCO1,DCUP
FAC,2016,Final,2017-05-27,Arsenal FC,Chelsea FC,domestic_cup,2,1,H,ENG1,ENG1,DCUP
CIT,2017,Third Round,2017-08-12,US Sassuolo,Spezia Calcio,domestic_cup,2,0,H,ITA1,ITA1,DCUP
CIT,2017,Third Round,2017-08-12,Udinese Calcio,Frosinone Calcio,domestic_cup,3,2,H,ITA1,ITA2,DCUP
CIT,2017,Third Round,2017-08-12,Brescia Calcio,Delfino Pescara 1936,domestic_cup,1,3,A,ITA2,ITA2,DCUP
DFB,2017,First Round,2017-08-12,Arminia Bielefeld,Fortuna Düsseldorf,domestic_cup,1,3,A,DEU1,DEU2,DCUP
CDR,2017,Second Round Replay,2017-09-05,Cádiz CF,UD Almería,domestic_cup,1,0,H,ESP1,ESP2,DCUP
CDR,2017,Second Round Replay,2017-09-06,SD Huesca,Real Valladolid CF,domestic_cup,0,2,A,ESP1,ESP1,DCUP
CDR,2017,Second Round Replay,2017-09-06,Real Zaragoza,Granada CF,domestic_cup,3,0,H,ESP2,ESP1,DCUP
CDR,2017,Third Round Replay,2017-09-20,Cádiz CF,CA Osasuna,domestic_cup,1,0,H,ESP1,ESP1,DCUP
DFB,2017,Second Round,2017-10-24,SC Paderborn 07,VfL Bochum,domestic_cup,2,0,H,DEU2,DEU2,DCUP
DFB,2017,Second Round,2017-10-24,Bayer 04 Leverkusen,1.FC Union Berlin,domestic_cup,4,1,H,DEU1,DEU1,DCUP
CDR,2017,intermediate stage 1st leg,2017-10-24,Real Zaragoza,Valencia CF,domestic_cup,0,2,A,ESP2,ESP1,DCUP
DFB,2017,Second Round,2017-10-24,Fortuna Düsseldorf,Borussia Mönchengladbach,domestic_cup,0,1,A,DEU2,DEU1,DCUP
CDR,2017,intermediate stage 1st leg,2017-10-24,Cádiz CF,Real Betis Balompié,domestic_cup,1,2,A,ESP1,ESP1,DCUP
CDR,2017,intermediate stage 1st leg,2017-10-25,Real Valladolid CF,CD Leganés,domestic_cup,1,2,A,ESP1,ESP2,DCUP
CDR,2017,intermediate stage 1st leg,2017-10-25,Elche CF,Atlético de Madrid,domestic_cup,1,1,D,ESP1,ESP1,DCUP
DFB,2017,Second Round,2017-10-25,RB Leipzig,Bayern Munich,domestic_cup,5,6,A,DEU1,DEU1,DCUP
DFB,2017,Second Round,2017-10-25,SV Werder Bremen,TSG 1899 Hoffenheim,domestic_cup,1,0,H,DEU1,DEU1,DCUP
DFB,2017,Second Round,2017-10-25,VfL Wolfsburg,Hannover 96,domestic_cup,1,0,H,DEU1,DEU2,DCUP
CDR,2017,intermediate stage 1st leg,2017-10-25,SD Eibar,Celta de Vigo,domestic_cup,1,2,A,ESP1,ESP1,DCUP
CDR,2017,intermediate stage 1st leg,2017-10-26,Girona FC,Levante UD,domestic_cup,0,2,A,ESP2,ESP1,DCUP
CDR,2017,intermediate stage 2nd leg,2017-11-28,CD Leganés,Real Valladolid CF,domestic_cup,1,0,H,ESP2,ESP1,DCUP
CDR,2017,intermediate stage 2nd leg,2017-11-28,Celta de Vigo,SD Eibar,domestic_cup,1,0,H,ESP1,ESP1,DCUP
CDR,2017,intermediate stage 2nd leg,2017-11-28,Levante UD,Girona FC,domestic_cup,1,1,D,ESP1,ESP2,DCUP
CIT,2017,Fourth Round,2017-11-28,UC Sampdoria,Delfino Pescara 1936,domestic_cup,4,1,H,ITA1,ITA2,DCUP
CIT,2017,Fourth Round,2017-11-29,Chievo Verona,Hellas Verona,domestic_cup,5,6,A,ITA2,ITA1,DCUP
CDR,2017,intermediate stage 2nd leg,2017-11-29,Atlético de Madrid,Elche CF,domestic_cup,3,0,H,ESP1,ESP1,DCUP
CDR,2017,intermediate stage 2nd leg,2017-11-30,Valencia CF,Real Zaragoza,domestic_cup,4,1,H,ESP1,ESP2,DCUP
CDR,2017,intermediate stage 2nd leg,2017-11-30,Real Betis Balompié,Cádiz CF,domestic_cup,3,5,A,ESP1,ESP1,DCUP
CIT,2017,Fourth Round,2017-11-30,Genoa CFC,FC Crotone,domestic_cup,1,0,H,ITA1,ITA1,DCUP
CIT,2017,Round of 16,2017-12-13,AC Milan,Hellas Verona,domestic_cup,3,0,H,ITA1,ITA1,DCUP
CIT,2017,Round of 16,2017-12-13,ACF Fiorentina,UC Sampdoria,domestic_cup,3,2,H,ITA1,ITA1,DCUP
DFB,2017,Round of 16,2017-12-19,1.FSV Mainz 05,VfB Stuttgart,domestic_cup,3,1,H,DEU1,DEU1,DCUP
DFB,2017,Round of 16,2017-12-19,1.FC Nuremberg,VfL Wolfsburg,domestic_cup,0,2,A,DEU2,DEU1,DCUP
CIT,2017,Round of 16,2017-12-19,SSC Napoli,Udinese Calcio,domestic_cup,1,0,H,ITA1,ITA1,DCUP
DFB,2017,Round of 16,2017-12-20,SV Werder Bremen,SC Freiburg,domestic_cup,3,2,H,DEU1,DEU1,DCUP
CIT,2017,Round of 16,2017-12-20,AS Roma,Torino FC,domestic_cup,1,2,A,ITA1,ITA1,DCUP
DFB,2017,Round of 16,2017-12-20,1.FC Heidenheim 1846,Eintracht Frankfurt,domestic_cup,1,2,A,DEU2,DEU1,DCUP
DFB,2017,Round of 16,2017-12-20,Borussia Mönchengladbach,Bayer 04 Leverkusen,domestic_cup,0,1,A,DEU1,DEU1,DCUP
DFB,2017,Round of 16,2017-12-20,Bayern Munich,Borussia Dortmund,domestic_cup,2,1,H,DEU1,DEU1,DCUP
CIT,2017,Round of 16,2017-12-20,Juventus FC,Genoa CFC,domestic_cup,2,0,H,ITA1,ITA1,DCUP
CIT,2017,Round of 16,2017-12-20,Atalanta BC,US Sassuolo,domestic_cup,2,1,H,ITA1,ITA1,DCUP
CIT,2017,Quarter-Finals,2017-12-26,SS Lazio,ACF Fiorentina,domestic_cup,1,0,H,ITA1,ITA1,DCUP
CIT,2017,Quarter-Finals,2017-12-27,AC Milan,Inter Milan,domestic_cup,1,0,H,ITA1,ITA1,DCUP
CIT,2017,Quarter-Finals,2018-01-02,SSC Napoli,Atalanta BC,domestic_cup,1,2,A,ITA1,ITA1,DCUP
CDR,2017,last 16 1st leg,2018-01-03,Cádiz CF,Sevilla FC,domestic_cup,0,2,A,ESP1,ESP1,DCUP
CDR,2017,last 16 1st leg,2018-01-03,UD Las Palmas,Valencia CF,domestic_cup,1,1,D,ESP2,ESP1,DCUP
CIT,2017,Quarter-Finals,2018-01-03,Juventus FC,Torino FC,domestic_cup,2,0,H,ITA1,ITA1,DCUP
CDR,2017,last 16 1st leg,2018-01-04,Celta de Vigo,FC Barcelona,domestic_cup,1,1,D,ESP1,ESP1,DCUP
CDR,2017,last 16 1st leg,2018-01-04,CD Leganés,Villarreal CF,domestic_cup,1,0,H,ESP2,ESP1,DCUP
CDR,2017,last 16 1st leg,2018-01-04,RCD Espanyol Barcelona,Levante UD,domestic_cup,1,2,A,ESP2,ESP1,DCUP
FAC,2017,Third Round,2018-01-05,Liverpool FC,Everton FC,domestic_cup,2,1,H,ENG1,ENG1,DCUP
FAC,2017,Third Round,2018-01-06,Wolverhampton Wanderers,Swansea City,domestic_cup,0,0,D,ENG1,ENG2,DCUP
FAC,2017,Third Round,2018-01-06,Newcastle United,Luton Town,domestic_cup,3,1,H,ENG1,ENG2,DCUP
FAC,2017,Third Round,2018-01-06,Norwich City,Chelsea FC,domestic_cup,0,0,D,ENG2,ENG1,DCUP
FAC,2017,Third Round,2018-01-06,Manchester City,Burnley FC,domestic_cup,4,1,H,ENG1,ENG1,DCUP
FAC,2017,Third Round,2018-01-06,Fulham FC,Southampton FC,domestic_cup,0,1,A,ENG1,ENG1,DCUP
FAC,2017,Third Round,2018-01-07,Nottingham Forest,Arsenal FC,domestic_cup,4,2,H,ENG2,ENG1,DCUP
FAC,2017,Third Round,2018-01-08,Brighton & Hove Albion,Crystal Palace,domestic_cup,2,1,H,ENG1,ENG1,DCUP
CDR,2017,last 16 2nd leg,2018-01-09,Valencia CF,UD Las Palmas,domestic_cup,4,0,H,ESP1,ESP2,DCUP
CDR,2017,last 16 2nd leg,2018-01-10,Villarreal CF,CD Leganés,domestic_cup,2,1,H,ESP1,ESP2,DCUP
CDR,2017,last 16 2nd leg,2018-01-11,Sevilla FC,Cádiz CF,domestic_cup,2,1,H,ESP1,ESP1,DCUP
CDR,2017,last 16 2nd leg,2018-01-11,FC Barcelona,Celta de Vigo,domestic_cup,5,0,H,ESP1,ESP1,DCUP
CDR,2017,last 16 2nd leg,2018-01-11,Levante UD,RCD Espanyol Barcelona,domestic_cup,0,2,A,ESP1,ESP2,DCUP
CDR,2017,Quarter-Finals 1st leg,2018-01-17,Atlético de Madrid,Sevilla FC,domestic_cup,1,2,A,ESP1,ESP1,DCUP
FAC,2017,Third Round Replay,2018-01-17,Swansea City,Wolverhampton Wanderers,domestic_cup,2,1,H,ENG2,ENG1,DCUP
FAC,2017,Third Round Replay,2018-01-17,Chelsea FC,Norwich City,domestic_cup,6,4,H,ENG1,ENG2,DCUP
CDR,2017,Quarter-Finals 1st leg,2018-01-17,RCD Espanyol Barcelona,FC Barcelona,domestic_cup,1,0,H,ESP2,ESP1,DCUP
CDR,2017,Quarter-Finals 1st leg,2018-01-18,CD Leganés,Real Madrid,domestic_cup,0,1,A,ESP2,ESP1,DCUP
SFA,2017,Fourth Round,2018-01-20,Dundee FC,Inverness Caledonian Thistle FC,domestic_cup,2,2,D,SCO2,SCO2,DCUP
SFA,2017,Fourth Round,2018-01-20,Motherwell FC,Hamilton Academical FC,domestic_cup,2,0,H,SCO1,SCO1,DCUP
SFA,2017,Fourth Round,2018-01-20,Kilmarnock FC,Ross County FC,domestic_cup,1,0,H,SCO1,SCO1,DCUP
SFA,2017,Fourth Round,2018-01-20,Aberdeen FC,St. Mirren FC,domestic_cup,4,1,H,SCO1,SCO1,DCUP
SFA,2017,Fourth Round,2018-01-21,Heart of Midlothian FC,Hibernian FC,domestic_cup,1,0,H,SCO1,SCO1,DCUP
CDR,2017,Quarter-Finals 2nd leg,2018-01-23,Sevilla FC,Atlético de Madrid,domestic_cup,3,1,H,ESP1,ESP1,DCUP
CDR,2017,Quarter-Finals 2nd leg,2018-01-24,Real Madrid,CD Leganés,domestic_cup,1,2,A,ESP1,ESP2,DCUP
CDR,2017,Quarter-Finals 2nd leg,2018-01-25,FC Barcelona,RCD Espanyol Barcelona,domestic_cup,2,0,H,ESP1,ESP2,DCUP
FAC,2017,Fourth Round,2018-01-27,Middlesbrough FC,Brighton & Hove Albion,domestic_cup,0,1,A,ENG2,ENG1,DCUP
FAC,2017,Fourth Round,2018-01-27,Liverpool FC,West Bromwich Albion,domestic_cup,2,3,A,ENG1,ENG1,DCUP
FAC,2017,Fourth Round,2018-01-27,Southampton FC,Watford FC,domestic_cup,1,0,H,ENG1,ENG2,DCUP
FAC,2017,Fourth Round,2018-01-28,Chelsea FC,Newcastle United,domestic_cup,3,0,H,ENG1,ENG1,DCUP
FAC,2017,Fourth Round,2018-01-28,Cardiff City,Manchester City,domestic_cup,0,2,A,ENG2,ENG1,DCUP
SFA,2017,4th round deciders,2018-01-30,Inverness Caledonian Thistle FC,Dundee FC,domestic_cup,0,1,A,SCO2,SCO2,DCUP
CIT,2017,Semi-Finals 1st Leg,2018-01-30,Atalanta BC,Juventus FC,domestic_cup,0,1,A,ITA1,ITA1,DCUP
CDR,2017,Semi-Finals 1st Leg,2018-01-31,CD Leganés,Sevilla FC,domestic_cup,1,1,D,ESP2,ESP1,DCUP
CIT,2017,Semi-Finals 1st Leg,2018-01-31,AC Milan,SS Lazio,domestic_cup,0,0,D,ITA1,ITA1,DCUP
CDR,2017,Semi-Finals 1st Leg,2018-02-01,FC Barcelona,Valencia CF,domestic_cup,1,0,H,ESP1,ESP1,DCUP
DFB,2017,Quarter-Finals,2018-02-06,SC Paderborn 07,Bayern Munich,domestic_cup,0,6,A,DEU2,DEU1,DCUP
DFB,2017,Quarter-Finals,2018-02-06,Bayer 04 Leverkusen,SV Werder Bremen,domestic_cup,4,2,H,DEU1,DEU1,DCUP
DFB,2017,Quarter-Finals,2018-02-07,FC Schalke 04,VfL Wolfsburg,domestic_cup,1,0,H,DEU1,DEU1,DCUP
CDR,2017,Semi-Finals 2nd Leg,2018-02-07,Sevilla FC,CD Leganés,domestic_cup,2,0,H,ESP1,ESP2,DCUP
DFB,2017,Quarter-Finals,2018-02-07,Eintracht Frankfurt,1.FSV Mainz 05,domestic_cup,3,0,H,DEU1,DEU1,DCUP
CDR,2017,Semi-Finals 2nd Leg,2018-02-08,Valencia CF,FC Barcelona,domestic_cup,0,2,A,ESP1,ESP1,DCUP
SFA,2017,Round of 16,2018-02-10,Dundee FC,Motherwell FC,domestic_cup,0,2,A,SCO2,SCO1,DCUP
SFA,2017,Round of 16,2018-02-10,Heart of Midlothian FC,St. Johnstone FC,domestic_cup,3,0,H,SCO1,SCO1,DCUP
SFA,2017,Round of 16,2018-02-11,Aberdeen FC,Dundee United FC,domestic_cup,4,2,H,SCO1,SCO2,DCUP
FAC,2017,Fifth Round,2018-02-16,Leicester City,Sheffield United,domestic_cup,1,0,H,ENG1,ENG1,DCUP
