Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeDiv,AwayDiv
INT1,13/09/2016,Barcelona,Celtic,7,0,H,ESP1,SCO1
INT1,13/09/2016,Bayern Munich,Rostov,5,0,H,DEU1,RUS1
INT1,13/09/2016,Dynamo Kiev,Napoli,1,2,A,UKR1,ITA1
INT1,13/09/2016,Benfica,Besiktas,1,1,D,PRT1,TUR1
INT1,13/09/2016,Paris SG,Arsenal,1,1,D,FRA1,ENG1
INT1,13/09/2016,Basel,Ludogorets,1,1,D,CHE1,BGR1
INT1,13/09/2016,PSV Eindhoven,Ath Madrid,0,1,A,NLD1,ESP1
INT1,14/09/2016,Club Brugge,Leicester,0,3,A,BEL1,ENG1
INT1,14/09/2016,Tottenham,Monaco,1,2,A,ENG1,FRA1
INT1,14/09/2016,Man City,M'gladbach,4,0,H,ENG1,DEU1
INT1,14/09/2016,Juventus,Sevilla,0,0,D,ITA1,ESP1
INT1,14/09/2016,Legia Warsaw,Dortmund,0,6,A,POL1,DEU1
INT1,14/09/2016,Real Madrid,Sp Lisbon,2,1,H,ESP1,PRT1
INT1,14/09/2016,Leverkusen,CSKA Moscow,2,2,D,DEU1,RUS1
INT1,14/09/2016,Porto,FC Copenhagen,1,1,D,PRT1,DNK1
INT1,14/09/2016,Lyon,Dinamo Zagreb,3,0,H,FRA1,HRV1
INT1,27/09/2016,Dinamo Zagreb,Juventus,0,4,A,HRV1,ITA1
INT1,27/09/2016,FC Copenhagen,Club Brugge,4,0,H,DNK1,BEL1
INT1,27/09/2016,Leicester,Porto,1,0,H,ENG1,PRT1
INT1,27/09/2016,Dortmund,Real Madrid,2,2,D,DEU1,ESP1
INT1,27/09/2016,Sp Lisbon,Legia Warsaw,2,0,H,PRT1,POL1
INT1,27/09/2016,CSKA Moscow,Tottenham,0,1,A,RUS1,ENG1
INT1,27/09/2016,Monaco,Leverkusen,1,1,D,FRA1,DEU1
INT1,27/09/2016,Sevilla,Lyon,1,0,H,ESP1,FRA1
INT1,28/09/2016,Arsenal,Basel,2,0,H,ENG1,CHE1
INT1,28/09/2016,Celtic,Man City,3,3,D,SCO1,ENG1
INT1,28/09/2016,Napoli,Benfica,4,2,H,ITA1,PRT1
INT1,28/09/2016,Ath Madrid,Bayern Munich,1,0,H,ESP1,DEU1
INT1,28/09/2016,M'gladbach,Barcelona,1,2,A,DEU1,ESP1
INT1,28/09/2016,Besiktas,Dynamo Kiev,1,1,D,TUR1,UKR1
INT1,28/09/2016,Rostov,PSV Eindhoven,2,2,D,RUS1,NLD1
INT1,28/09/2016,Ludogorets,Paris SG,1,3,A,BGR1,FRA1
INT1,18/10/2016,Club Brugge,Porto,1,2,A,BEL1,PRT1
INT1,18/10/2016,Dinamo Zagreb,Sevilla,0,1,A,HRV1,ESP1
INT1,18/10/2016,Leicester,FC Copenhagen,1,0,H,ENG1,DNK1
INT1,18/10/2016,Real Madrid,Legia Warsaw,5,1,H,ESP1,POL1
INT1,18/10/2016,Leverkusen,Tottenham,0,0,D,DEU1,ENG1
INT1,18/10/2016,Sp Lisbon,Dortmund,1,2,A,PRT1,DEU1
INT1,18/10/2016,CSKA Moscow,Monaco,1,1,D,RUS1,FRA1
INT1,18/10/2016,Lyon,Juventus,0,1,A,FRA1,ITA1
INT1,19/10/2016,Arsenal,Ludogorets,6,0,H,ENG1,BGR1
INT1,19/10/2016,Celtic,M'gladbach,0,2,A,SCO1,DEU1
INT1,19/10/2016,Napoli,Besiktas,2,3,A,ITA1,TUR1
INT1,19/10/2016,Barcelona,Man City,4,0,H,ESP1,ENG1
INT1,19/10/2016,Bayern Munich,PSV Eindhoven,4,1,H,DEU1,NLD1
INT1,19/10/2016,Dynamo Kiev,Benfica,0,2,A,UKR1,PRT1
INT1,19/10/2016,Rostov,Ath Madrid,0,1,A,RUS1,ESP1
INT1,19/10/2016,Paris SG,Basel,3,0,H,FRA1,CHE1
INT1,01/11/2016,Besiktas,Napoli,1,1,D,TUR1,ITA1
INT1,01/11/2016,Man City,Barcelona,3,1,H,ENG1,ESP1
INT1,01/11/2016,Ath Madrid,Rostov,2,1,H,ESP1,RUS1
INT1,01/11/2016,M'gladbach,Celtic,1,1,D,DEU1,SCO1
INT1,01/11/2016,Benfica,Dynamo Kiev,1,0,H,PRT1,UKR1
INT1,01/11/2016,Basel,Paris SG,1,2,A,CHE1,FRA1
INT1,01/11/2016,PSV Eindhoven,Bayern Munich,1,2,A,NLD1,DEU1
INT1,01/11/2016,Ludogorets,Arsenal,2,3,A,BGR1,ENG1
INT1,02/11/2016,FC Copenhagen,Leicester,0,0,D,DNK1,ENG1
INT1,02/11/2016,Tottenham,Leverkusen,0,1,A,ENG1,DEU1
INT1,02/11/2016,Juventus,Lyon,1,1,D,ITA1,FRA1
INT1,02/11/2016,Legia Warsaw,Real Madrid,3,3,D,POL1,ESP1
INT1,02/11/2016,Dortmund,Sp Lisbon,1,0,H,DEU1,PRT1
INT1,02/11/2016,Porto,Club Brugge,1,0,H,PRT1,BEL1
INT1,02/11/2016,Monaco,CSKA Moscow,3,0,H,FRA1,RUS1
INT1,02/11/2016,Sevilla,Dinamo Zagreb,4,0,H,ESP1,HRV1
INT1,22/11/2016,CSKA Moscow,Leverkusen,1,1,D,RUS1,DEU1
INT1,22/11/2016,Dinamo Zagreb,Lyon,0,1,A,HRV1,FRA1
INT1,22/11/2016,FC Copenhagen,Porto,0,0,D,DNK1,PRT1
INT1,22/11/2016,Leicester,Club Brugge,2,1,H,ENG1,BEL1
INT1,22/11/2016,Dortmund,Legia Warsaw,8,4,H,DEU1,POL1
INT1,22/11/2016,Sp Lisbon,Real Madrid,1,2,A,PRT1,ESP1
INT1,22/11/2016,Monaco,Tottenham,2,1,H,FRA1,ENG1
INT1,22/11/2016,Sevilla,Juventus,1,3,A,ESP1,ITA1
INT1,23/11/2016,Rostov,Bayern Munich,3,2,H,RUS1,DEU1
INT1,23/11/2016,Besiktas,Benfica,3,3,D,TUR1,PRT1
INT1,23/11/2016,Arsenal,Paris SG,2,2,D,ENG1,FRA1
INT1,23/11/2016,Celtic,Barcelona,0,2,A,SCO1,ESP1
INT1,23/11/2016,Napoli,Dynamo Kiev,0,0,D,ITA1,UKR1
INT1,23/11/2016,Ath Madrid,PSV Eindhoven,2,0,H,ESP1,NLD1
INT1,23/11/2016,M'gladbach,Man City,1,1,D,DEU1,ENG1
INT1,23/11/2016,Ludogorets,Basel,0,0,D,BGR1,CHE1
INT1,06/12/2016,Man City,Celtic,1,1,D,ENG1,SCO1
INT1,06/12/2016,Barcelona,M'gladbach,4,0,H,ESP1,DEU1
INT1,06/12/2016,Bayern Munich,Ath Madrid,1,0,H,DEU1,ESP1
INT1,06/12/2016,Dynamo Kiev,Besiktas,6,0,H,UKR1,TUR1
INT1,06/12/2016,Benfica,Napoli,1,2,A,PRT1,ITA1
INT1,06/12/2016,Paris SG,Ludogorets,2,2,D,FRA1,BGR1
INT1,06/12/2016,Basel,Arsenal,1,4,A,CHE1,ENG1
INT1,06/12/2016,PSV Eindhoven,Rostov,0,0,D,NLD1,RUS1
INT1,07/12/2016,Club Brugge,FC Copenhagen,0,2,A,BEL1,DNK1
INT1,07/12/2016,Tottenham,CSKA Moscow,3,1,H,ENG1,RUS1
INT1,07/12/2016,Juventus,Dinamo Zagreb,2,0,H,ITA1,HRV1
INT1,07/12/2016,Legia Warsaw,Sp Lisbon,1,0,H,POL1,PRT1
INT1,07/12/2016,Real Madrid,Dortmund,2,2,D,ESP1,DEU1
INT1,07/12/2016,Leverkusen,Monaco,3,0,H,DEU1,FRA1
INT1,07/12/2016,Porto,Leicester,5,0,H,PRT1,ENG1
INT1,07/12/2016,Lyon,Sevilla,0,0,D,FRA1,ESP1
INT1,14/02/2017,Benfica,Dortmund,1,0,H,PRT1,DEU1
INT1,14/02/2017,Paris SG,Barcelona,4,0,H,FRA1,ESP1
INT1,15/02/2017,Real Madrid,Napoli,3,1,H,ESP1,ITA1
INT1,15/02/2017,Bayern Munich,Arsenal,5,1,H,DEU1,ENG1
INT1,21/02/2017,Man City,Monaco,5,3,H,ENG1,FRA1
INT1,21/02/2017,Leverkusen,Ath Madrid,2,4,A,DEU1,ESP1
INT1,22/02/2017,Porto,Juventus,0,2,A,PRT1,ITA1
INT1,22/02/2017,Sevilla,Leicester,2,1,H,ESP1,ENG1
INT1,07/03/2017,Arsenal,Bayern Munich,1,5,A,ENG1,DEU1
INT1,07/03/2017,Napoli,Real Madrid,1,3,A,ITA1,ESP1
INT1,08/03/2017,Barcelona,Paris SG,6,1,H,ESP1,FRA1
INT1,08/03/2017,Dortmund,Benfica,4,0,H,DEU1,PRT1
INT1,14/03/2017,Leicester,Sevilla,2,0,H,ENG1,ESP1
INT1,14/03/2017,Juventus,Porto,1,0,H,ITA1,PRT1
INT1,15/03/2017,Ath Madrid,Leverkusen,0,0,D,ESP1,DEU1
INT1,15/03/2017,Monaco,Man City,3,1,H,FRA1,ENG1
INT1,11/04/2017,Juventus,Barcelona,3,0,H,ITA1,ESP1
INT1,12/04/2017,Dortmund,Monaco,2,3,A,DEU1,FRA1
INT1,12/04/2017,Ath Madrid,Leicester,1,0,H,ESP1,ENG1
INT1,12/04/2017,Bayern Munich,Real Madrid,1,2,A,DEU1,ESP1
INT1,18/04/2017,Leicester,Ath Madrid,1,1,D,ENG1,ESP1
INT1,18/04/2017,Real Madrid,Bayern Munich,4,2,H,ESP1,DEU1
INT1,19/04/2017,Barcelona,Juventus,0,0,D,ESP1,ITA1
INT1,19/04/2017,Monaco,Dortmund,3,1,H,FRA1,DEU1
INT1,02/05/2017,Real Madrid,Ath Madrid,3,0,H,ESP1,ESP1
INT1,03/05/2017,Monaco,Juventus,0,2,A,FRA1,ITA1
INT1,09/05/2017,Juventus,Monaco,2,1,H,ITA1,FRA1
INT1,10/05/2017,Ath Madrid,Real Madrid,2,1,H,ESP1,ESP1
INT1,03/06/2017,Juventus,Real Madrid,1,4,A,ITA1,ESP1
INT1,12/09/2017,Chelsea,FK Qarabag,6,0,H,ENG1,AZE1
INT1,12/09/2017,Man United,Basel,3,0,H,ENG1,CHE1
INT1,12/09/2017,Celtic,Paris SG,0,5,A,SCO1,FRA1
INT1,12/09/2017,Roma,Ath Madrid,0,0,D,ITA1,ESP1
INT1,12/09/2017,Barcelona,Juventus,3,0,H,ESP1,ITA1
INT1,12/09/2017,Bayern Munich,Anderlecht,3,0,H,DEU1,BEL1
INT1,12/09/2017,Olympiakos,Sp Lisbon,2,3,A,GRC1,PRT1
INT1,12/09/2017,Benfica,CSKA Moscow,1,2,A,PRT1,RUS1
INT1,13/09/2017,Liverpool,Sevilla,2,2,D,ENG1,ESP1
INT1,13/09/2017,Tottenham,Dortmund,3,1,H,ENG1,DEU1
INT1,13/09/2017,Real Madrid,Apoel Nicosia,3,0,H,ESP1,CYP1
INT1,13/09/2017,NK Maribor,Spartak Moscow,1,1,D,SVN1,RUS1
INT1,13/09/2017,Shakhtar Donetsk,Napoli,2,1,H,UKR1,ITA1
INT1,13/09/2017,Porto,Besiktas,1,3,A,PRT1,TUR1
INT1,13/09/2017,Feyenoord,Man City,0,4,A,NLD1,ENG1
INT1,13/09/2017,RB Leipzig,Monaco,1,1,D,DEU1,FRA1
INT1,26/09/2017,Apoel Nicosia,Tottenham,0,3,A,CYP1,ENG1
INT1,26/09/2017,Man City,Shakhtar Donetsk,2,0,H,ENG1,UKR1
INT1,26/09/2017,Napoli,Feyenoord,3,1,H,ITA1,NLD1
INT1,26/09/2017,Dortmund,Real Madrid,1,3,A,DEU1,ESP1
INT1,26/09/2017,Besiktas,RB Leipzig,2,0,H,TUR1,DEU1
INT1,26/09/2017,Spartak Moscow,Liverpool,1,1,D,RUS1,ENG1
INT1,26/09/2017,Monaco,Porto,0,3,A,FRA1,PRT1
INT1,26/09/2017,Sevilla,NK Maribor,3,0,H,ESP1,SVN1
INT1,27/09/2017,FK Qarabag,Roma,1,2,A,AZE1,ITA1
INT1,27/09/2017,Anderlecht,Celtic,0,3,A,BEL1,SCO1
INT1,27/09/2017,Juventus,Olympiakos,2,0,H,ITA1,GRC1
INT1,27/09/2017,Ath Madrid,Chelsea,1,2,A,ESP1,ENG1
INT1,27/09/2017,Sp Lisbon,Barcelona,0,1,A,PRT1,ESP1
INT1,27/09/2017,CSKA Moscow,Man United,1,4,A,RUS1,ENG1
INT1,27/09/2017,Paris SG,Bayern Munich,3,0,H,FRA1,DEU1
INT1,27/09/2017,Basel,Benfica,5,0,H,CHE1,PRT1
INT1,17/10/2017,Apoel Nicosia,Dortmund,1,1,D,CYP1,DEU1
INT1,17/10/2017,Man City,Napoli,2,1,H,ENG1,ITA1
INT1,17/10/2017,Real Madrid,Tottenham,1,1,D,ESP1,ENG1
INT1,17/10/2017,NK Maribor,Liverpool,0,7,A,SVN1,ENG1
INT1,17/10/2017,Spartak Moscow,Sevilla,5,1,H,RUS1,ESP1
INT1,17/10/2017,Monaco,Besiktas,1,2,A,FRA1,TUR1
INT1,17/10/2017,Feyenoord,Shakhtar Donetsk,1,2,A,NLD1,UKR1
INT1,17/10/2017,RB Leipzig,Porto,3,2,H,DEU1,PRT1
INT1,18/10/2017,FK Qarabag,Ath Madrid,0,0,D,AZE1,ESP1
INT1,18/10/2017,Anderlecht,Paris SG,0,4,A,BEL1,FRA1
INT1,18/10/2017,Chelsea,Roma,3,3,D,ENG1,ITA1
INT1,18/10/2017,Juventus,Sp Lisbon,2,1,H,ITA1,PRT1
INT1,18/10/2017,Barcelona,Olympiakos,3,1,H,ESP1,GRC1
INT1,18/10/2017,Bayern Munich,Celtic,3,0,H,DEU1,SCO1
INT1,18/10/2017,Benfica,Man United,0,1,A,PRT1,ENG1
INT1,18/10/2017,CSKA Moscow,Basel,0,2,A,RUS1,CHE1
INT1,31/10/2017,Man United,Benfica,2,0,H,ENG1,PRT1
INT1,31/10/2017,Celtic,Bayern Munich,1,2,A,SCO1,DEU1
INT1,31/10/2017,Roma,Chelsea,3,0,H,ITA1,ENG1
INT1,31/10/2017,Ath Madrid,FK Qarabag,1,1,D,ESP1,AZE1
INT1,31/10/2017,Olympiakos,Barcelona,0,0,D,GRC1,ESP1
INT1,31/10/2017,Sp Lisbon,Juventus,1,1,D,PRT1,ITA1
INT1,31/10/2017,Paris SG,Anderlecht,5,0,H,FRA1,BEL1
INT1,31/10/2017,Basel,CSKA Moscow,1,2,A,CHE1,RUS1
INT1,01/11/2017,Besiktas,Monaco,1,1,D,TUR1,FRA1
INT1,01/11/2017,Liverpool,NK Maribor,3,0,H,ENG1,SVN1
INT1,01/11/2017,Tottenham,Real Madrid,3,1,H,ENG1,ESP1
INT1,01/11/2017,Napoli,Man City,2,4,A,ITA1,ENG1
INT1,01/11/2017,Dortmund,Apoel Nicosia,1,1,D,DEU1,CYP1
INT1,01/11/2017,Shakhtar Donetsk,Feyenoord,3,1,H,UKR1,NLD1
INT1,01/11/2017,Porto,RB Leipzig,3,1,H,PRT1,DEU1
INT1,01/11/2017,Sevilla,Spartak Moscow,2,1,H,ESP1,RUS1
INT1,21/11/2017,Besiktas,Porto,1,1,D,TUR1,PRT1
INT1,21/11/2017,Spartak Moscow,NK Maribor,1,1,D,RUS1,SVN1
INT1,21/11/2017,Apoel Nicosia,Real Madrid,0,6,A,CYP1,ESP1
INT1,21/11/2017,Man City,Feyenoord,1,0,H,ENG1,NLD1
INT1,21/11/2017,Napoli,Shakhtar Donetsk,3,0,H,ITA1,UKR1
INT1,21/11/2017,Dortmund,Tottenham,1,2,A,DEU1,ENG1
INT1,21/11/2017,Monaco,RB Leipzig,1,4,A,FRA1,DEU1
INT1,21/11/2017,Sevilla,Liverpool,3,3,D,ESP1,ENG1
INT1,22/11/2017,CSKA Moscow,Benfica,2,0,H,RUS1,PRT1
INT1,22/11/2017,FK Qarabag,Chelsea,0,4,A,AZE1,ENG1
INT1,22/11/2017,Anderlecht,Bayern Munich,1,2,A,BEL1,DEU1
INT1,22/11/2017,Juventus,Barcelona,0,0,D,ITA1,ESP1
INT1,22/11/2017,Ath Madrid,Roma,2,0,H,ESP1,ITA1
INT1,22/11/2017,Sp Lisbon,Olympiakos,3,1,H,PRT1,GRC1
INT1,22/11/2017,Paris SG,Celtic,7,1,H,FRA1,SCO1
INT1,22/11/2017,Basel,Man United,1,0,H,CHE1,ENG1
INT1,05/12/2017,Chelsea,Ath Madrid,1,1,D,ENG1,ESP1
INT1,05/12/2017,Man United,CSKA Moscow,2,1,H,ENG1,RUS1
INT1,05/12/2017,Celtic,Anderlecht,0,1,A,SCO1,BEL1
INT1,05/12/2017,Roma,FK Qarabag,1,0,H,ITA1,AZE1
INT1,05/12/2017,Barcelona,Sp Lisbon,2,0,H,ESP1,PRT1
INT1,05/12/2017,Bayern Munich,Paris SG,3,1,H,DEU1,FRA1
INT1,05/12/2017,Olympiakos,Juventus,0,2,A,GRC1,ITA1
INT1,05/12/2017,Benfica,Basel,0,2,A,PRT1,CHE1
INT1,06/12/2017,Liverpool,Spartak Moscow,7,0,H,ENG1,RUS1
INT1,06/12/2017,Tottenham,Apoel Nicosia,3,0,H,ENG1,CYP1
INT1,06/12/2017,Real Madrid,Dortmund,3,2,H,ESP1,DEU1
INT1,06/12/2017,NK Maribor,Sevilla,1,1,D,SVN1,ESP1
INT1,06/12/2017,Shakhtar Donetsk,Man City,2,1,H,UKR1,ENG1
INT1,06/12/2017,Porto,Monaco,5,2,H,PRT1,FRA1
INT1,06/12/2017,Feyenoord,Napoli,2,1,H,NLD1,ITA1
INT1,06/12/2017,RB Leipzig,Besiktas,1,2,A,DEU1,TUR1
INT1,13/02/2018,Juventus,Tottenham,2,2,D,ITA1,ENG1
INT1,13/02/2018,Basel,Man City,0,4,A,CHE1,ENG1
INT1,14/02/2018,Real Madrid,Paris SG,3,1,H,ESP1,FRA1
INT1,14/02/2018,Porto,Liverpool,0,5,A,PRT1,ENG1
INT1,20/02/2018,Chelsea,Barcelona,1,1,D,ENG1,ESP1
INT1,20/02/2018,Bayern Munich,Besiktas,5,0,H,DEU1,TUR1
INT1,21/02/2018,Shakhtar Donetsk,Roma,2,1,H,UKR1,ITA1
INT1,21/02/2018,Sevilla,Man United,0,0,D,ESP1,ENG1
INT1,06/03/2018,Liverpool,Porto,0,0,D,ENG1,PRT1
INT1,06/03/2018,Paris SG,Real Madrid,1,2,A,FRA1,ESP1
INT1,07/03/2018,Tottenham,Juventus,1,2,A,ENG1,ITA1
INT1,07/03/2018,Man City,Basel,1,2,A,ENG1,CHE1
INT1,13/03/2018,Man United,Sevilla,1,2,A,ENG1,ESP1
INT1,13/03/2018,Roma,Shakhtar Donetsk,1,0,H,ITA1,UKR1
