Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
FRA2,2018-01-19,Brest,Lens,1.0,1.0,D
FRA2,2018-01-19,Lorient,Clermont,1.0,1.0,D
FRA2,2018-01-19,Orleans,Auxerre,2.0,3.0,A
FRA2,2018-01-19,Quevilly Rouen,Ajaccio GFCO,0.0,2.0,A
FRA2,2018-01-19,Sochaux,Nancy,1.0,0.0,H
FRA2,2018-01-19,Tours,Niort,2.0,1.0,H
FRA2,2018-01-19,Valenciennes,Le Havre,1.0,1.0,D
FRA2,2018-01-19,Bourg Peronnas,Reims,0.0,2.0,A
ESP1,2018-01-20,Espanol,Sevilla,0.0,3.0,A
ESP2,2018-01-20,Lugo,Sp Gijon,3.0,1.0,H
ESP2,2018-01-20,Lorca,Huesca,2.0,3.0,A
ESP2,2018-01-20,Cordoba,Albacete,1.0,0.0,H
ENG2,2018-01-20,Aston Villa,Barnsley,3.0,1.0,H
ENG2,2018-01-20,Bolton,Ipswich,1.0,1.0,D
ENG2,2018-01-20,Fulham,Burton,6.0,0.0,H
ENG2,2018-01-20,Leeds,Millwall,3.0,4.0,A
ESP1,2018-01-20,Ath Madrid,Girona,1.0,1.0,D
ENG2,2018-01-20,Norwich,Sheffield United,1.0,2.0,A
ENG2,2018-01-20,QPR,Middlesbrough,0.0,3.0,A
ENG2,2018-01-20,Reading,Brentford,0.0,1.0,A
ENG2,2018-01-20,Sheffield Weds,Cardiff,0.0,0.0,D
ENG2,2018-01-20,Sunderland,Hull,1.0,0.0,H
ENG2,2018-01-20,Wolves,Nott'm Forest,0.0,2.0,A
ESP1,2018-01-20,Villarreal,Levante,2.0,1.0,H
ENG1,2018-01-20,Arsenal,Crystal Palace,4.0,1.0,H
ENG2,2018-01-20,Preston,Birmingham,1.0,1.0,D
BEL1,2018-01-20,Standard,Eupen,3.0,2.0,H
BEL1,2018-01-20,Oostende,Kortrijk,2.0,1.0,H
BEL1,2018-01-20,Mechelen,Waregem,0.0,2.0,A
ITA2,2018-01-20,Salernitana,Venezia,3.0,2.0,H
ITA2,2018-01-20,Spezia,Palermo,0.0,0.0,D
DEU1,2018-01-20,Wolfsburg,Ein Frankfurt,1.0,3.0,A
DEU1,2018-01-20,M'gladbach,Augsburg,2.0,0.0,H
DEU1,2018-01-20,Mainz,Stuttgart,3.0,2.0,H
DEU1,2018-01-20,Hoffenheim,Leverkusen,1.0,4.0,A
DEU1,2018-01-20,Hamburg,FC Koln,0.0,2.0,A
DEU1,2018-01-20,Freiburg,RB Leipzig,2.0,1.0,H
NLD1,2018-01-20,Zwolle,NAC Breda,1.0,0.0,H
NLD1,2018-01-20,Vitesse,Heerenveen,1.0,1.0,D
NLD1,2018-01-20,Roda,Twente,1.0,1.0,D
NLD1,2018-01-20,Den Haag,VVV Venlo,1.0,1.0,D
BEL1,2018-01-20,Waasland-Beveren,St Truiden,3.0,1.0,H
ESP2,2018-01-20,Oviedo,Almeria,2.0,1.0,H
TUR1,2018-01-20,Osmanlispor,Yeni Malatyaspor,0.0,0.0,D
TUR1,2018-01-20,Fenerbahce,Goztep,2.0,1.0,H
FRA2,2018-01-20,Nimes,Chateauroux,3.0,0.0,H
ITA2,2018-01-20,Ascoli,Cittadella,1.0,2.0,A
ITA2,2018-01-20,Cesena,Bari,1.0,1.0,D
ITA2,2018-01-20,Cremonese,Parma,1.0,0.0,H
ITA2,2018-01-20,Empoli,Ternana,2.0,1.0,H
ITA2,2018-01-20,Foggia,Pescara,0.0,1.0,A
ITA2,2018-01-20,Frosinone,Pro Vercelli,4.0,0.0,H
ITA2,2018-01-20,Novara,Carpi,1.0,0.0,H
ITA2,2018-01-20,Perugia,Virtus Entella,2.0,0.0,H
TUR1,2018-01-20,Karabukspor,Genclerbirligi,0.0,2.0,A
ESP2,2018-01-20,Valladolid,Sevilla B,1.0,0.0,H
ESP1,2018-01-20,Las Palmas,Valencia,2.0,1.0,H
ENG1,2018-01-20,Brighton,Chelsea,0.0,4.0,A
ENG1,2018-01-20,Burnley,Man United,0.0,1.0,A
ENG1,2018-01-20,Everton,West Brom,1.0,1.0,D
ENG1,2018-01-20,Leicester,Watford,2.0,0.0,H
ENG1,2018-01-20,Man City,Newcastle,3.0,1.0,H
ENG1,2018-01-20,Stoke,Huddersfield,2.0,0.0,H
PRT1,2018-01-20,Portimonense,Sp Braga,1.0,2.0,A
PRT1,2018-01-20,Maritimo,Belenenses,0.0,0.0,D
PRT1,2018-01-20,Benfica,Chaves,3.0,0.0,H
ENG1,2018-01-20,West Ham,Bournemouth,1.0,1.0,D
GRC1,2018-01-20,Platanias,Levadeiakos,1.0,0.0,H
GRC1,2018-01-20,Panathinaikos,Kerkyra,4.0,0.0,H
GRC1,2018-01-20,Larisa,AEK,0.0,0.0,D
FRA1,2018-01-20,Troyes,Lille,1.0,0.0,H
FRA1,2018-01-20,Strasbourg,Dijon,3.0,2.0,H
FRA1,2018-01-20,Nantes,Bordeaux,0.0,1.0,A
FRA1,2018-01-20,Rennes,Angers,1.0,0.0,H
FRA1,2018-01-20,Amiens,Guingamp,3.0,1.0,H
FRA1,2018-01-20,Montpellier,Toulouse,2.0,1.0,H
DEU1,2018-01-21,Bayern Munich,Werder Bremen,4.0,2.0,H
FRA1,2018-01-21,Lyon,Paris SG,2.0,1.0,H
FRA1,2018-01-21,Monaco,Metz,3.0,1.0,H
BEL1,2018-01-21,Antwerp,Club Brugge,2.0,2.0,D
BEL1,2018-01-21,Genk,Anderlecht,0.0,1.0,A
GRC1,2018-01-21,Giannina,Atromitos,2.0,2.0,D
NLD1,2018-01-21,Ajax,Feyenoord,2.0,0.0,H
GRC1,2018-01-21,Lamia,Asteras Tripolis,1.0,0.0,H
GRC1,2018-01-21,Olympiakos,Xanthi,3.0,0.0,H
GRC1,2018-01-21,Panetolikos,Panionios,1.0,1.0,D
GRC1,2018-01-21,PAOK,Apollon,3.0,0.0,H
ENG1,2018-01-21,Southampton,Tottenham,1.0,1.0,D
NLD1,2018-01-21,Heracles,PSV Eindhoven,1.0,2.0,A
NLD1,2018-01-21,Sparta Rotterdam,Excelsior,2.0,3.0,A
NLD1,2018-01-21,Willem II,Groningen,1.0,1.0,D
BEL1,2018-01-21,Gent,Lokeren,3.0,0.0,H
TUR1,2018-01-21,Sivasspor,Akhisar Belediyespor,1.0,1.0,D
ITA2,2018-01-21,Brescia,Avellino,2.0,3.0,A
TUR1,2018-01-21,Bursaspor,Buyuksehyr,0.0,3.0,A
TUR1,2018-01-21,Antalyaspor,Besiktas,1.0,2.0,A
ESP2,2018-01-21,Tenerife,Barcelona B,1.0,3.0,A
FRA1,2018-01-21,Nice,St Etienne,1.0,0.0,H
DEU1,2018-01-21,Schalke 04,Hannover,1.0,1.0,D
TUR1,2018-01-21,Konyaspor,Trabzonspor,2.0,2.0,D
ESP2,2018-01-21,Osasuna,Leonesa,2.0,1.0,H
ESP2,2018-01-21,Alcorcon,Cadiz,1.0,0.0,H
PRT1,2018-01-21,Feirense,Moreirense,1.0,0.0,H
PRT1,2018-01-21,Aves,Pacos Ferreira,0.0,2.0,A
ITA1,2018-01-21,Atalanta,Napoli,0.0,1.0,A
ITA1,2018-01-21,Bologna,Benevento,3.0,0.0,H
ESP2,2018-01-21,Numancia,Vallecano,0.0,0.0,D
ESP2,2018-01-21,Gimnastic,Reus Deportiu,1.0,2.0,A
ITA1,2018-01-21,Cagliari,Milan,1.0,2.0,A
ESP1,2018-01-21,Betis,Barcelona,0.0,5.0,A
PRT1,2018-01-21,Guimaraes,Estoril,3.0,1.0,H
ITA1,2018-01-21,Inter,Roma,1.0,1.0,D
ESP1,2018-01-21,Alaves,Leganes,2.0,2.0,D
ITA1,2018-01-21,Lazio,Chievo,5.0,1.0,H
ITA1,2018-01-21,Sampdoria,Fiorentina,3.0,1.0,H
ITA1,2018-01-21,Sassuolo,Torino,1.0,1.0,D
ITA1,2018-01-21,Udinese,Spal,1.0,1.0,D
ITA1,2018-01-21,Verona,Crotone,0.0,3.0,A
ESP1,2018-01-21,Sociedad,Celta,1.0,2.0,A
ESP1,2018-01-21,Real Madrid,La Coruna,7.0,1.0,H
PRT1,2018-01-21,Rio Ave,Boavista,2.0,0.0,H
ESP1,2018-01-22,Eibar,Malaga,1.0,1.0,D
FRA2,2018-01-22,Paris FC,Ajaccio,2.0,1.0,H
ENG1,2018-01-22,Swansea,Liverpool,1.0,0.0,H
ITA1,2018-01-22,Juventus,Genoa,1.0,0.0,H
TUR1,2018-01-22,Kayserispor,Galatasaray,1.0,3.0,A
SCO1,2018-01-23,Partick,Celtic,1.0,2.0,A
BEL1,2018-01-23,Mouscron,Kortrijk,0.0,3.0,A
BEL1,2018-01-23,St Truiden,Mechelen,2.0,0.0,H
BEL1,2018-01-23,Waregem,Standard,2.0,1.0,H
DEU2,2018-01-23,Bochum,Duisburg,0.0,2.0,A
DEU2,2018-01-23,Holstein Kiel,Union Berlin,2.0,2.0,D
FRA2,2018-01-23,Ajaccio GFCO,Nimes,2.0,0.0,H
DEU2,2018-01-23,Nurnberg,Regensburg,2.0,2.0,D
DEU2,2018-01-23,Ingolstadt,Sandhausen,0.0,0.0,D
BEL1,2018-01-24,Eupen,Charleroi,1.0,0.0,H
BEL1,2018-01-24,Antwerp,Gent,1.0,1.0,D
BEL1,2018-01-24,Anderlecht,Waasland-Beveren,2.0,2.0,D
SCO1,2018-01-24,Hamilton,Hearts,0.0,3.0,A
SCO1,2018-01-24,Motherwell,Ross County,2.0,0.0,H
SCO1,2018-01-24,Rangers,Aberdeen,2.0,0.0,H
DEU2,2018-01-24,Heidenheim,Braunschweig,2.0,0.0,H
NLD1,2018-01-24,Utrecht,Feyenoord,1.0,1.0,D
DEU2,2018-01-24,Fortuna Dusseldorf,Erzgebirge Aue,2.0,1.0,H
DEU2,2018-01-24,Bielefeld,Greuther Furth,0.0,0.0,D
SCO1,2018-01-24,Dundee,Hibernian,0.0,1.0,A
ITA1,2018-01-24,Sampdoria,Roma,1.0,1.0,D
BEL1,2018-01-24,Lokeren,Genk,1.0,2.0,A
ITA1,2018-01-24,Lazio,Udinese,3.0,0.0,H
BEL1,2018-01-25,Club Brugge,Oostende,3.0,2.0,H
DEU2,2018-01-25,Dresden,St Pauli,1.0,3.0,A
FRA2,2018-01-26,Clermont,Quevilly Rouen,1.0,1.0,D
FRA2,2018-01-26,Nancy,Brest,2.0,2.0,D
FRA2,2018-01-26,Niort,Valenciennes,1.0,2.0,A
FRA2,2018-01-26,Auxerre,Paris FC,1.0,1.0,D
FRA2,2018-01-26,Ajaccio GFCO,Bourg Peronnas,1.0,2.0,A
TUR1,2018-01-26,Genclerbirligi,Konyaspor,2.0,1.0,H
DEU1,2018-01-26,Ein Frankfurt,M'gladbach,2.0,0.0,H
DEU2,2018-01-26,Regensburg,Ingolstadt,3.0,2.0,H
DEU2,2018-01-26,Union Berlin,Nurnberg,0.0,1.0,A
ITA2,2018-01-26,Pescara,Perugia,0.0,2.0,A
ESP2,2018-01-26,Zaragoza,Cordoba,1.0,0.0,H
NLD1,2018-01-26,Heerenveen,Sparta Rotterdam,2.0,1.0,H
FRA2,2018-01-26,Lens,Orleans,0.0,1.0,A
SCO2,2018-01-26,Dunfermline,St Mirren,1.0,2.0,A
FRA2,2018-01-26,Chateauroux,Sochaux,1.0,1.0,D
BEL1,2018-01-26,Mechelen,Mouscron,0.0,2.0,A
TUR1,2018-01-26,Besiktas,Kasimpasa,2.0,1.0,H
ESP1,2018-01-26,Ath Bilbao,Eibar,1.0,1.0,D
FRA1,2018-01-26,Dijon,Rennes,2.0,1.0,H
GRC1,2018-01-27,AEK,Lamia,2.0,0.0,H
GRC1,2018-01-27,Apollon,Panathinaikos,0.0,0.0,D
DEU2,2018-01-27,Greuther Furth,Holstein Kiel,0.0,0.0,D
DEU2,2018-01-27,Kaiserslautern,Fortuna Dusseldorf,1.0,3.0,A
GRC1,2018-01-27,Kerkyra,Platanias,2.0,0.0,H
DEU2,2018-01-27,Duisburg,Heidenheim,3.0,3.0,D
TUR1,2018-01-27,Alanyaspor,Bursaspor,3.0,1.0,H
FRA2,2018-01-27,Ajaccio,Tours,2.0,1.0,H
TUR1,2018-01-27,Galatasaray,Osmanlispor,2.0,0.0,H
TUR1,2018-01-27,Goztep,Kayserispor,1.0,1.0,D
ESP1,2018-01-27,Villarreal,Sociedad,4.0,2.0,H
ESP1,2018-01-27,Valencia,Real Madrid,1.0,4.0,A
ESP1,2018-01-27,Malaga,Girona,0.0,0.0,D
ESP1,2018-01-27,La Coruna,Levante,2.0,2.0,D
FRA1,2018-01-27,Angers,Amiens,1.0,0.0,H
FRA2,2018-01-27,Le Havre,Nimes,2.0,1.0,H
FRA1,2018-01-27,Guingamp,Nantes,0.0,3.0,A
FRA1,2018-01-27,Metz,Nice,2.0,1.0,H
ESP2,2018-01-27,Vallecano,Lorca,5.0,1.0,H
FRA1,2018-01-27,Paris SG,Montpellier,4.0,0.0,H
ESP2,2018-01-27,Cadiz,Lugo,1.0,1.0,D
ESP2,2018-01-27,Barcelona B,Granada,3.0,0.0,H
ESP2,2018-01-27,Albacete,Alcorcon,2.0,0.0,H
DEU1,2018-01-27,Werder Bremen,Hertha,0.0,0.0,D
DEU1,2018-01-27,Stuttgart,Schalke 04,0.0,2.0,A
DEU1,2018-01-27,RB Leipzig,Hamburg,1.0,1.0,D
DEU1,2018-01-27,FC Koln,Augsburg,1.0,1.0,D
DEU1,2018-01-27,Dortmund,Freiburg,2.0,2.0,D
DEU1,2018-01-27,Bayern Munich,Hoffenheim,5.0,2.0,H
FRA1,2018-01-27,Toulouse,Troyes,1.0,0.0,H
ESP2,2018-01-27,Reus Deportiu,Oviedo,0.0,0.0,D
FRA1,2018-01-27,St Etienne,Caen,2.0,1.0,H
SCO2,2018-01-27,Livingston,Dumbarton,2.0,0.0,H
SCO1,2018-01-27,St Johnstone,Partick,1.0,3.0,A
SCO1,2018-01-27,Hearts,Motherwell,1.0,1.0,D
SCO1,2018-01-27,Hamilton,Dundee,1.0,2.0,A
SCO1,2018-01-27,Celtic,Hibernian,1.0,0.0,H
SCO1,2018-01-27,Aberdeen,Kilmarnock,3.0,1.0,H
NLD1,2018-01-27,NAC Breda,VVV Venlo,0.0,1.0,A
NLD1,2018-01-27,Groningen,Heracles,3.0,3.0,D
ITA2,2018-01-27,Virtus Entella,Foggia,1.0,2.0,A
BEL1,2018-01-27,Waasland-Beveren,Waregem,2.0,2.0,D
ITA2,2018-01-27,Avellino,Cremonese,0.0,0.0,D
ITA2,2018-01-27,Carpi,Spezia,2.0,1.0,H
ITA2,2018-01-27,Palermo,Brescia,2.0,0.0,H
ITA2,2018-01-27,Parma,Novara,3.0,0.0,H
BEL1,2018-01-27,Charleroi,Antwerp,1.0,1.0,D
BEL1,2018-01-27,Genk,St Truiden,1.0,1.0,D
ITA2,2018-01-27,Bari,Empoli,0.0,4.0,A
SCO2,2018-01-27,Falkirk,Inverness C,3.0,1.0,H
ITA2,2018-01-27,Venezia,Cesena,1.0,0.0,H
ITA2,2018-01-27,Pro Vercelli,Ascoli,2.0,0.0,H
ITA1,2018-01-27,Chievo,Juventus,0.0,2.0,A
ITA1,2018-01-27,Sassuolo,Atalanta,0.0,3.0,A
NLD1,2018-01-27,Zwolle,Vitesse,1.0,2.0,A
NLD1,2018-01-27,Twente,PSV Eindhoven,0.0,2.0,A
ENG2,2018-01-27,Ipswich,Wolves,0.0,1.0,A
ENG2,2018-01-27,Bristol City,QPR,2.0,0.0,H
BEL1,2018-01-27,Kortrijk,Eupen,0.0,0.0,D
ENG2,2018-01-27,Brentford,Norwich,0.0,1.0,A
ENG2,2018-01-27,Barnsley,Fulham,1.0,3.0,A
SCO2,2018-01-27,Queen of Sth,Brechin,3.0,1.0,H
SCO2,2018-01-27,Dundee United,Morton,0.0,3.0,A
TUR1,2018-01-28,Trabzonspor,Fenerbahce,1.0,1.0,D
TUR1,2018-01-28,Yeni Malatyaspor,Sivasspor,1.0,0.0,H
TUR1,2018-01-28,Akhisar Belediyespor,Antalyaspor,1.0,1.0,D
ESP1,2018-01-28,Barcelona,Alaves,2.0,1.0,H
BEL1,2018-01-28,Standard,Anderlecht,3.0,3.0,D
NLD1,2018-01-28,Roda,Excelsior,2.0,1.0,H
NLD1,2018-01-28,Utrecht,Ajax,0.0,0.0,D
NLD1,2018-01-28,Willem II,AZ Alkmaar,0.0,2.0,A
NLD1,2018-01-28,Feyenoord,Den Haag,3.0,1.0,H
GRC1,2018-01-28,Asteras Tripolis,Olympiakos,1.0,1.0,D
GRC1,2018-01-28,Atromitos,Larisa,1.0,0.0,H
GRC1,2018-01-28,Panetolikos,PAOK,0.0,1.0,A
GRC1,2018-01-28,Panionios,Giannina,0.0,1.0,A
GRC1,2018-01-28,Xanthi,Levadeiakos,2.0,1.0,H
FRA1,2018-01-28,Bordeaux,Lyon,3.0,1.0,H
ESP1,2018-01-28,Ath Madrid,Las Palmas,3.0,0.0,H
ESP1,2018-01-28,Leganes,Espanol,3.0,2.0,H
ESP1,2018-01-28,Sevilla,Getafe,1.0,1.0,D
FRA1,2018-01-28,Lille,Strasbourg,2.0,1.0,H
FRA1,2018-01-28,Marseille,Monaco,2.0,2.0,D
BEL1,2018-01-28,Gent,Club Brugge,2.0,0.0,H
ITA2,2018-01-28,Cittadella,Frosinone,1.0,2.0,A
BEL1,2018-01-28,Oostende,Lokeren,2.0,3.0,A
DEU2,2018-01-28,Sandhausen,Dresden,1.0,0.0,H
ESP2,2018-01-28,Huesca,Osasuna,1.0,0.0,H
ITA1,2018-01-28,Napoli,Bologna,3.0,1.0,H
ITA1,2018-01-28,Milan,Lazio,2.0,1.0,H
ESP2,2018-01-28,Leonesa,Sevilla B,2.0,1.0,H
ITA1,2018-01-28,Roma,Sampdoria,0.0,1.0,A
ESP2,2018-01-28,Sp Gijon,Gimnastic,2.0,0.0,H
DEU1,2018-01-28,Hannover,Wolfsburg,0.0,1.0,A
DEU1,2018-01-28,Leverkusen,Mainz,2.0,0.0,H
ITA1,2018-01-28,Spal,Inter,1.0,1.0,D
ESP2,2018-01-28,Almeria,Numancia,0.0,0.0,D
ITA1,2018-01-28,Torino,Benevento,3.0,0.0,H
ITA1,2018-01-28,Fiorentina,Verona,1.0,4.0,A
ESP2,2018-01-28,Tenerife,Valladolid,0.0,0.0,D
ITA1,2018-01-28,Crotone,Cagliari,1.0,1.0,D
SCO1,2018-01-28,Ross County,Rangers,1.0,2.0,A
DEU2,2018-01-28,St Pauli,Darmstadt,0.0,1.0,A
DEU2,2018-01-28,Erzgebirge Aue,Braunschweig,1.0,3.0,A
ITA1,2018-01-28,Genoa,Udinese,0.0,1.0,A
FRA2,2018-01-29,Reims,Lorient,0.0,1.0,A
DEU2,2018-01-29,Bochum,Bielefeld,0.0,1.0,A
ITA2,2018-01-29,Ternana,Salernitana,2.0,2.0,D
TUR1,2018-01-29,Buyuksehyr,Karabukspor,5.0,0.0,H
ESP1,2018-01-29,Celta,Betis,3.0,2.0,H
PRT1,2018-01-29,Portimonense,Rio Ave,4.0,1.0,H
PRT1,2018-01-29,Belenenses,Benfica,1.0,1.0,D
PRT1,2018-01-29,Pacos Ferreira,Feirense,2.0,1.0,H
FRA2,2018-01-30,Lens,Sochaux,0.0,1.0,A
PRT1,2018-01-30,Sp Braga,Aves,2.0,0.0,H
PRT1,2018-01-30,Moreirense,Porto,0.0,0.0,D
PRT1,2018-01-30,Estoril,Tondela,3.0,0.0,H
SCO1,2018-01-30,Celtic,Hearts,3.0,1.0,H
ENG2,2018-01-30,Hull,Leeds,0.0,0.0,D
ENG2,2018-01-30,Middlesbrough,Sheffield Weds,0.0,0.0,D
ENG2,2018-01-30,Sheffield United,Aston Villa,0.0,1.0,A
ENG2,2018-01-30,Nott'm Forest,Preston,0.0,3.0,A
ENG2,2018-01-30,Millwall,Derby,0.0,0.0,D
ENG1,2018-01-30,Huddersfield,Liverpool,0.0,3.0,A
ENG1,2018-01-30,Swansea,Arsenal,3.0,1.0,H
ENG1,2018-01-30,West Ham,Crystal Palace,1.0,1.0,D
ENG2,2018-01-30,Burton,Reading,1.0,3.0,A
ENG2,2018-01-30,Birmingham,Sunderland,3.0,1.0,H
SCO1,2018-01-31,Ross County,Aberdeen,2.0,4.0,A
SCO1,2018-01-31,Hibernian,Motherwell,2.0,1.0,H
PRT1,2018-01-31,Boavista,Maritimo,2.0,1.0,H
ENG1,2018-01-31,Chelsea,Bournemouth,0.0,3.0,A
ENG1,2018-01-31,Everton,Leicester,2.0,1.0,H
ENG1,2018-01-31,Man City,West Brom,3.0,0.0,H
ENG1,2018-01-31,Newcastle,Burnley,1.0,1.0,D
ENG1,2018-01-31,Stoke,Watford,0.0,0.0,D
ENG1,2018-01-31,Southampton,Brighton,1.0,1.0,D
PRT1,2018-01-31,Sp Lisbon,Guimaraes,1.0,0.0,H
PRT1,2018-01-31,Chaves,Setubal,2.0,2.0,D
ENG1,2018-01-31,Tottenham,Man United,2.0,0.0,H
DEU1,2018-02-02,FC Koln,Dortmund,2.0,3.0,A
NLD1,2018-02-02,Vitesse,Groningen,2.0,0.0,H
TUR1,2018-02-02,Bursaspor,Besiktas,2.0,2.0,D
ENG2,2018-02-02,Bolton,Bristol City,1.0,0.0,H
ESP1,2018-02-02,Sociedad,La Coruna,5.0,0.0,H
BEL1,2018-02-02,Antwerp,Waasland-Beveren,1.0,2.0,A
FRA2,2018-02-02,Sochaux,Ajaccio GFCO,4.0,1.0,H
ESP2,2018-02-02,Osasuna,Vallecano,1.0,1.0,D
FRA1,2018-02-02,Marseille,Metz,6.0,3.0,H
FRA2,2018-02-02,Quevilly Rouen,Chateauroux,0.0,1.0,A
FRA2,2018-02-02,Paris FC,Niort,0.0,1.0,A
FRA2,2018-02-02,Orleans,Le Havre,2.0,1.0,H
FRA2,2018-02-02,Bourg Peronnas,Clermont,0.0,2.0,A
DEU2,2018-02-02,Fortuna Dusseldorf,Sandhausen,1.0,0.0,H
FRA2,2018-02-02,Nimes,Ajaccio,1.0,1.0,D
FRA2,2018-02-02,Tours,Auxerre,0.0,2.0,A
FRA2,2018-02-02,Valenciennes,Nancy,0.0,1.0,A
DEU2,2018-02-02,Nurnberg,Erzgebirge Aue,4.0,1.0,H
ITA2,2018-02-02,Empoli,Palermo,4.0,0.0,H
FRA1,2018-02-03,Amiens,St Etienne,0.0,2.0,A
ITA1,2018-02-03,Inter,Crotone,1.0,1.0,D
FRA1,2018-02-03,Lille,Paris SG,0.0,3.0,A
ITA1,2018-02-03,Sampdoria,Torino,1.0,1.0,D
PRT1,2018-02-03,Porto,Sp Braga,3.0,1.0,H
DEU1,2018-02-03,M'gladbach,RB Leipzig,0.0,1.0,A
FRA1,2018-02-03,Montpellier,Angers,2.0,1.0,H
FRA1,2018-02-03,Nice,Toulouse,0.0,1.0,A
FRA1,2018-02-03,Strasbourg,Bordeaux,0.0,2.0,A
PRT1,2018-02-03,Benfica,Rio Ave,5.0,1.0,H
DEU1,2018-02-03,Wolfsburg,Stuttgart,1.0,1.0,D
DEU1,2018-02-03,Schalke 04,Werder Bremen,1.0,2.0,A
ENG2,2018-02-03,Norwich,Middlesbrough,1.0,0.0,H
NLD1,2018-02-03,Heracles,Den Haag,1.0,1.0,D
ITA2,2018-02-03,Perugia,Cittadella,1.0,3.0,A
ENG1,2018-02-03,West Brom,Southampton,2.0,3.0,A
ENG1,2018-02-03,Man United,Huddersfield,2.0,0.0,H
ENG1,2018-02-03,Leicester,Swansea,1.0,1.0,D
ENG1,2018-02-03,Burnley,Man City,1.0,1.0,D
ENG1,2018-02-03,Brighton,West Ham,3.0,1.0,H
ENG1,2018-02-03,Bournemouth,Stoke,2.0,1.0,H
ENG1,2018-02-03,Arsenal,Everton,5.0,1.0,H
ITA2,2018-02-03,Brescia,Parma,2.0,1.0,H
ITA2,2018-02-03,Salernitana,Carpi,1.0,2.0,A
ENG2,2018-02-03,Leeds,Cardiff,1.0,4.0,A
ITA2,2018-02-03,Foggia,Avellino,2.0,1.0,H
ITA2,2018-02-03,Frosinone,Pescara,3.0,0.0,H
FRA2,2018-02-03,Lorient,Lens,1.0,1.0,D
SCO1,2018-02-03,Aberdeen,Hamilton,3.0,0.0,H
SCO1,2018-02-03,Dundee,Ross County,1.0,4.0,A
SCO1,2018-02-03,Hearts,St Johnstone,1.0,0.0,H
SCO1,2018-02-03,Kilmarnock,Celtic,1.0,0.0,H
SCO1,2018-02-03,Motherwell,Partick,1.0,1.0,D
SCO1,2018-02-03,Rangers,Hibernian,1.0,2.0,A
ITA2,2018-02-03,Cremonese,Pro Vercelli,2.0,3.0,A
ITA2,2018-02-03,Venezia,Bari,3.0,1.0,H
SCO2,2018-02-03,St Mirren,Queen of Sth,2.0,0.0,H
SCO2,2018-02-03,Morton,Dunfermline,2.0,1.0,H
NLD1,2018-02-03,PSV Eindhoven,Zwolle,4.0,0.0,H
GRC1,2018-02-03,Asteras Tripolis,Xanthi,1.0,1.0,D
GRC1,2018-02-03,Larisa,Panionios,0.0,0.0,D
GRC1,2018-02-03,Panathinaikos,Panetolikos,0.0,0.0,D
ESP1,2018-02-03,Alaves,Celta,2.0,1.0,H
ESP1,2018-02-03,Betis,Villarreal,2.0,1.0,H
ESP1,2018-02-03,Eibar,Sevilla,5.0,1.0,H
ESP1,2018-02-03,Levante,Real Madrid,2.0,2.0,D
SCO2,2018-02-03,Falkirk,Livingston,1.0,3.0,A
NLD1,2018-02-03,Heerenveen,Twente,1.0,0.0,H
DEU1,2018-02-03,Mainz,Bayern Munich,0.0,2.0,A
ITA2,2018-02-03,Novara,Ascoli,1.0,2.0,A
DEU1,2018-02-03,Freiburg,Leverkusen,0.0,0.0,D
TUR1,2018-02-03,Karabukspor,Alanyaspor,1.0,0.0,H
TUR1,2018-02-03,Fenerbahce,Genclerbirligi,2.0,2.0,D
TUR1,2018-02-03,Antalyaspor,Yeni Malatyaspor,3.0,1.0,H
BEL1,2018-02-03,Eupen,Gent,1.0,1.0,D
BEL1,2018-02-03,Lokeren,Standard,0.0,3.0,A
BEL1,2018-02-03,Mouscron,Genk,0.0,1.0,A
BEL1,2018-02-03,St Truiden,Kortrijk,0.0,2.0,A
DEU1,2018-02-03,Hertha,Hoffenheim,1.0,1.0,D
ENG2,2018-02-03,Sunderland,Ipswich,0.0,2.0,A
ENG2,2018-02-03,Wolves,Sheffield United,3.0,0.0,H
ENG2,2018-02-03,Sheffield Weds,Birmingham,1.0,3.0,A
ENG2,2018-02-03,QPR,Barnsley,1.0,0.0,H
ENG2,2018-02-03,Fulham,Nott'm Forest,2.0,0.0,H
ENG2,2018-02-03,Derby,Brentford,3.0,0.0,H
ENG2,2018-02-03,Aston Villa,Burton,3.0,2.0,H
ESP2,2018-02-03,Alcorcon,Zaragoza,1.0,1.0,D
ESP2,2018-02-03,Gimnastic,Cadiz,0.0,0.0,D
ESP2,2018-02-03,Granada,Tenerife,2.0,1.0,H
ESP2,2018-02-03,Lorca,Almeria,1.0,2.0,A
ESP2,2018-02-03,Valladolid,Leonesa,3.0,2.0,H
ENG2,2018-02-03,Reading,Millwall,0.0,2.0,A
DEU2,2018-02-03,Heidenheim,St Pauli,3.0,1.0,H
ENG2,2018-02-03,Preston,Hull,2.0,1.0,H
DEU2,2018-02-03,Ingolstadt,Greuther Furth,3.0,0.0,H
DEU2,2018-02-03,Holstein Kiel,Regensburg,1.0,1.0,D
NLD1,2018-02-04,Ajax,NAC Breda,3.0,1.0,H
FRA1,2018-02-04,Caen,Nantes,3.0,2.0,H
NLD1,2018-02-04,Sparta Rotterdam,Willem II,1.0,0.0,H
NLD1,2018-02-04,VVV Venlo,Feyenoord,1.0,0.0,H
NLD1,2018-02-04,AZ Alkmaar,Roda,2.0,2.0,D
